from	from_gene	to	to_gene	combined_score
9606.ENSP00000223095	SERPINE1	9606.ENSP00000231004	LOX	610
9606.ENSP00000223127	PLOD3	9606.ENSP00000231004	LOX	400
9606.ENSP00000223127	PLOD3	9606.ENSP00000231004	LOX	400
9606.ENSP00000225964	COL1A1	9606.ENSP00000231004	LOX	809
9606.ENSP00000225964	COL1A1	9606.ENSP00000231004	LOX	809
9606.ENSP00000227507	CCND1	9606.ENSP00000231004	LOX	487
9606.ENSP00000227507	CCND1	9606.ENSP00000231004	LOX	487
9606.ENSP00000229239	GAPDH	9606.ENSP00000231004	LOX	577
9606.ENSP00000229239	GAPDH	9606.ENSP00000231004	LOX	577
9606.ENSP00000177694	TBX21	9606.ENSP00000231009	GZMK	617
9606.ENSP00000177694	TBX21	9606.ENSP00000231009	GZMK	617
9606.ENSP00000203629	LAG3	9606.ENSP00000231009	GZMK	459
9606.ENSP00000203629	LAG3	9606.ENSP00000231009	GZMK	459
9606.ENSP00000216338	GZMH	9606.ENSP00000231009	GZMK	734
9606.ENSP00000216338	GZMH	9606.ENSP00000231009	GZMK	734
9606.ENSP00000221978	NKG7	9606.ENSP00000231009	GZMK	794
9606.ENSP00000221978	NKG7	9606.ENSP00000231009	GZMK	794
9606.ENSP00000229402	KLRB1	9606.ENSP00000231009	GZMK	815
9606.ENSP00000229402	KLRB1	9606.ENSP00000231009	GZMK	815
9606.ENSP00000052754	DCN	9606.ENSP00000231061	SPARC	898
9606.ENSP00000052754	DCN	9606.ENSP00000231061	SPARC	898
9606.ENSP00000218388	TIMP1	9606.ENSP00000231061	SPARC	512
9606.ENSP00000218388	TIMP1	9606.ENSP00000231061	SPARC	512
9606.ENSP00000221515	RETN	9606.ENSP00000231061	SPARC	457
9606.ENSP00000221515	RETN	9606.ENSP00000231061	SPARC	457
9606.ENSP00000225964	COL1A1	9606.ENSP00000231061	SPARC	989
9606.ENSP00000225964	COL1A1	9606.ENSP00000231061	SPARC	989
9606.ENSP00000226218	VTN	9606.ENSP00000231061	SPARC	698
9606.ENSP00000226218	VTN	9606.ENSP00000231061	SPARC	698
9606.ENSP00000226284	IBSP	9606.ENSP00000231061	SPARC	839
9606.ENSP00000226284	IBSP	9606.ENSP00000231061	SPARC	839
9606.ENSP00000229239	GAPDH	9606.ENSP00000231061	SPARC	493
9606.ENSP00000229239	GAPDH	9606.ENSP00000231061	SPARC	493
9606.ENSP00000231004	LOX	9606.ENSP00000231061	SPARC	468
9606.ENSP00000231004	LOX	9606.ENSP00000231061	SPARC	468
9606.ENSP00000225474	CSF3	9606.ENSP00000231228	IL12B	934
9606.ENSP00000225474	CSF3	9606.ENSP00000231228	IL12B	934
9606.ENSP00000216127	RASD2	9606.ENSP00000231706	SLC7A14	485
9606.ENSP00000216127	RASD2	9606.ENSP00000231706	SLC7A14	485
9606.ENSP00000220809	PLAT	9606.ENSP00000231721	SEMA3G	466
9606.ENSP00000220809	PLAT	9606.ENSP00000231721	SEMA3G	466
9606.ENSP00000219022	OLFM4	9606.ENSP00000231751	LTF	478
9606.ENSP00000219022	OLFM4	9606.ENSP00000231751	LTF	478
9606.ENSP00000225275	MPO	9606.ENSP00000231751	LTF	609
9606.ENSP00000225275	MPO	9606.ENSP00000231751	LTF	609
9606.ENSP00000205948	APOH	9606.ENSP00000232003	HRG	670
9606.ENSP00000205948	APOH	9606.ENSP00000232003	HRG	670
9606.ENSP00000220809	PLAT	9606.ENSP00000232003	HRG	762
9606.ENSP00000220809	PLAT	9606.ENSP00000232003	HRG	762
9606.ENSP00000223095	SERPINE1	9606.ENSP00000232003	HRG	548
9606.ENSP00000223095	SERPINE1	9606.ENSP00000232003	HRG	548
9606.ENSP00000226218	VTN	9606.ENSP00000232003	HRG	629
9606.ENSP00000226218	VTN	9606.ENSP00000232003	HRG	629
9606.ENSP00000226355	AFM	9606.ENSP00000232003	HRG	633
9606.ENSP00000226355	AFM	9606.ENSP00000232003	HRG	633
9606.ENSP00000229447	IYD	9606.ENSP00000232003	HRG	521
9606.ENSP00000229447	IYD	9606.ENSP00000232003	HRG	521
9606.ENSP00000001146	CYP26B1	9606.ENSP00000232217	RBP2	424
9606.ENSP00000001146	CYP26B1	9606.ENSP00000232217	RBP2	424
9606.ENSP00000075120	SLC2A3	9606.ENSP00000232375	PFKFB4	442
9606.ENSP00000075120	SLC2A3	9606.ENSP00000232375	PFKFB4	442
9606.ENSP00000226253	ALDOC	9606.ENSP00000232375	PFKFB4	488
9606.ENSP00000226253	ALDOC	9606.ENSP00000232375	PFKFB4	488
9606.ENSP00000219919	AQP9	9606.ENSP00000233202	SLC11A1	403
9606.ENSP00000219919	AQP9	9606.ENSP00000233202	SLC11A1	403
9606.ENSP00000227163	SPI1	9606.ENSP00000233202	SLC11A1	581
9606.ENSP00000227163	SPI1	9606.ENSP00000233202	SLC11A1	581
9606.ENSP00000227880	SLC15A3	9606.ENSP00000233202	SLC11A1	516
9606.ENSP00000227880	SLC15A3	9606.ENSP00000233202	SLC11A1	516
9606.ENSP00000052754	DCN	9606.ENSP00000233242	APOB	572
9606.ENSP00000052754	DCN	9606.ENSP00000233242	APOB	572
9606.ENSP00000078445	CREB3L3	9606.ENSP00000233242	APOB	492
9606.ENSP00000078445	CREB3L3	9606.ENSP00000233242	APOB	492
9606.ENSP00000198801	MOGAT2	9606.ENSP00000233242	APOB	472
9606.ENSP00000198801	MOGAT2	9606.ENSP00000233242	APOB	472
9606.ENSP00000200676	CETP	9606.ENSP00000233242	APOB	989
9606.ENSP00000200676	CETP	9606.ENSP00000233242	APOB	989
9606.ENSP00000205948	APOH	9606.ENSP00000233242	APOB	977
9606.ENSP00000205948	APOH	9606.ENSP00000233242	APOB	977
9606.ENSP00000216099	APOBEC3D	9606.ENSP00000233242	APOB	490
9606.ENSP00000216099	APOBEC3D	9606.ENSP00000233242	APOB	490
9606.ENSP00000216780	PCK2	9606.ENSP00000233242	APOB	471
9606.ENSP00000216780	PCK2	9606.ENSP00000233242	APOB	471
9606.ENSP00000221515	RETN	9606.ENSP00000233242	APOB	459
9606.ENSP00000221515	RETN	9606.ENSP00000233242	APOB	459
9606.ENSP00000222381	PON1	9606.ENSP00000233242	APOB	924
9606.ENSP00000222381	PON1	9606.ENSP00000233242	APOB	924
9606.ENSP00000223095	SERPINE1	9606.ENSP00000233242	APOB	619
9606.ENSP00000223095	SERPINE1	9606.ENSP00000233242	APOB	619
9606.ENSP00000225275	MPO	9606.ENSP00000233242	APOB	535
9606.ENSP00000225275	MPO	9606.ENSP00000233242	APOB	535
9606.ENSP00000226218	VTN	9606.ENSP00000233242	APOB	483
9606.ENSP00000226218	VTN	9606.ENSP00000233242	APOB	483
9606.ENSP00000229239	GAPDH	9606.ENSP00000233242	APOB	443
9606.ENSP00000229239	GAPDH	9606.ENSP00000233242	APOB	443
9606.ENSP00000229335	AICDA	9606.ENSP00000233242	APOB	584
9606.ENSP00000229335	AICDA	9606.ENSP00000233242	APOB	584
9606.ENSP00000231061	SPARC	9606.ENSP00000233242	APOB	520
9606.ENSP00000231061	SPARC	9606.ENSP00000233242	APOB	520
9606.ENSP00000232003	HRG	9606.ENSP00000233242	APOB	730
9606.ENSP00000232003	HRG	9606.ENSP00000233242	APOB	730
9606.ENSP00000232217	RBP2	9606.ENSP00000233242	APOB	732
9606.ENSP00000232217	RBP2	9606.ENSP00000233242	APOB	732
9606.ENSP00000011292	CPA1	9606.ENSP00000233735	REG1A	518
9606.ENSP00000011292	CPA1	9606.ENSP00000233735	REG1A	518
9606.ENSP00000219022	OLFM4	9606.ENSP00000233735	REG1A	446
9606.ENSP00000219022	OLFM4	9606.ENSP00000233735	REG1A	446
9606.ENSP00000218388	TIMP1	9606.ENSP00000233809	IGFBP2	577
9606.ENSP00000218388	TIMP1	9606.ENSP00000233809	IGFBP2	577
9606.ENSP00000226218	VTN	9606.ENSP00000233809	IGFBP2	644
9606.ENSP00000226218	VTN	9606.ENSP00000233809	IGFBP2	644
9606.ENSP00000232217	RBP2	9606.ENSP00000233809	IGFBP2	459
9606.ENSP00000232217	RBP2	9606.ENSP00000233809	IGFBP2	459
9606.ENSP00000155840	KCNQ1	9606.ENSP00000233826	KCNJ13	860
9606.ENSP00000155840	KCNQ1	9606.ENSP00000233826	KCNJ13	860
9606.ENSP00000233596	REEP6	9606.ENSP00000233826	KCNJ13	487
9606.ENSP00000233596	REEP6	9606.ENSP00000233826	KCNJ13	487
9606.ENSP00000177694	TBX21	9606.ENSP00000233954	IL1RL1	463
9606.ENSP00000177694	TBX21	9606.ENSP00000233954	IL1RL1	463
9606.ENSP00000003084	CFTR	9606.ENSP00000233969	SLC9A2	618
9606.ENSP00000003084	CFTR	9606.ENSP00000233969	SLC9A2	618
9606.ENSP00000222598	DLX5	9606.ENSP00000234198	DLX2	400
9606.ENSP00000222598	DLX5	9606.ENSP00000234198	DLX2	400
9606.ENSP00000023064	SLC7A9	9606.ENSP00000234256	SLC1A4	477
9606.ENSP00000023064	SLC7A9	9606.ENSP00000234256	SLC1A4	477
9606.ENSP00000009530	CD74	9606.ENSP00000234313	PLEK	580
9606.ENSP00000009530	CD74	9606.ENSP00000234313	PLEK	580
9606.ENSP00000046794	LCP2	9606.ENSP00000234313	PLEK	868
9606.ENSP00000046794	LCP2	9606.ENSP00000234313	PLEK	868
9606.ENSP00000158762	ACAP1	9606.ENSP00000234313	PLEK	488
9606.ENSP00000158762	ACAP1	9606.ENSP00000234313	PLEK	488
9606.ENSP00000219150	CORO1A	9606.ENSP00000234313	PLEK	498
9606.ENSP00000219150	CORO1A	9606.ENSP00000234313	PLEK	498
9606.ENSP00000219919	AQP9	9606.ENSP00000234313	PLEK	533
9606.ENSP00000219919	AQP9	9606.ENSP00000234313	PLEK	533
9606.ENSP00000227163	SPI1	9606.ENSP00000234313	PLEK	748
9606.ENSP00000227163	SPI1	9606.ENSP00000234313	PLEK	748
9606.ENSP00000228945	ARHGDIB	9606.ENSP00000234313	PLEK	417
9606.ENSP00000228945	ARHGDIB	9606.ENSP00000234313	PLEK	417
9606.ENSP00000229239	GAPDH	9606.ENSP00000234313	PLEK	404
9606.ENSP00000229239	GAPDH	9606.ENSP00000234313	PLEK	404
9606.ENSP00000205948	APOH	9606.ENSP00000234347	PRTN3	459
9606.ENSP00000205948	APOH	9606.ENSP00000234347	PRTN3	459
9606.ENSP00000216968	PROCR	9606.ENSP00000234347	PRTN3	988
9606.ENSP00000216968	PROCR	9606.ENSP00000234347	PRTN3	988
9606.ENSP00000225275	MPO	9606.ENSP00000234347	PRTN3	961
9606.ENSP00000225275	MPO	9606.ENSP00000234347	PRTN3	961
9606.ENSP00000225474	CSF3	9606.ENSP00000234347	PRTN3	418
9606.ENSP00000225474	CSF3	9606.ENSP00000234347	PRTN3	418
9606.ENSP00000231751	LTF	9606.ENSP00000234347	PRTN3	575
9606.ENSP00000231751	LTF	9606.ENSP00000234347	PRTN3	575
9606.ENSP00000199280	AQP2	9606.ENSP00000234396	ATP6V1B1	549
9606.ENSP00000199280	AQP2	9606.ENSP00000234396	ATP6V1B1	549
9606.ENSP00000218548		9606.ENSP00000234396	ATP6V1B1	835
9606.ENSP00000218548	ATP12A	9606.ENSP00000234396	ATP6V1B1	835
9606.ENSP00000218548		9606.ENSP00000234396	ATP6V1B1	835
9606.ENSP00000218548	ATP12A	9606.ENSP00000234396	ATP6V1B1	835
9606.ENSP00000167106	VASH1	9606.ENSP00000234816	ANGPTL1	421
9606.ENSP00000167106	VASH1	9606.ENSP00000234816	ANGPTL1	421
9606.ENSP00000230588	MEP1A	9606.ENSP00000234816	ANGPTL1	499
9606.ENSP00000230588	MEP1A	9606.ENSP00000234816	ANGPTL1	499
9606.ENSP00000177694	TBX21	9606.ENSP00000235933	CD160	559
9606.ENSP00000177694	TBX21	9606.ENSP00000235933	CD160	559
9606.ENSP00000203629	LAG3	9606.ENSP00000235933	CD160	831
9606.ENSP00000203629	LAG3	9606.ENSP00000235933	CD160	831
9606.ENSP00000231009	GZMK	9606.ENSP00000235933	CD160	475
9606.ENSP00000231009	GZMK	9606.ENSP00000235933	CD160	475
9606.ENSP00000200676	CETP	9606.ENSP00000236850	APOA1	971
9606.ENSP00000200676	CETP	9606.ENSP00000236850	APOA1	971
9606.ENSP00000205948	APOH	9606.ENSP00000236850	APOA1	989
9606.ENSP00000205948	APOH	9606.ENSP00000236850	APOA1	989
9606.ENSP00000217407	LBP	9606.ENSP00000236850	APOA1	874
9606.ENSP00000217407	LBP	9606.ENSP00000236850	APOA1	874
9606.ENSP00000220478	SCG3	9606.ENSP00000236850	APOA1	903
9606.ENSP00000220478	SCG3	9606.ENSP00000236850	APOA1	903
9606.ENSP00000221515	RETN	9606.ENSP00000236850	APOA1	454
9606.ENSP00000221515	RETN	9606.ENSP00000236850	APOA1	454
9606.ENSP00000222381	PON1	9606.ENSP00000236850	APOA1	997
9606.ENSP00000222381	PON1	9606.ENSP00000236850	APOA1	997
9606.ENSP00000223095	SERPINE1	9606.ENSP00000236850	APOA1	611
9606.ENSP00000223095	SERPINE1	9606.ENSP00000236850	APOA1	611
9606.ENSP00000225275	MPO	9606.ENSP00000236850	APOA1	959
9606.ENSP00000225275	MPO	9606.ENSP00000236850	APOA1	959
9606.ENSP00000226218	VTN	9606.ENSP00000236850	APOA1	693
9606.ENSP00000226218	VTN	9606.ENSP00000236850	APOA1	693
9606.ENSP00000226355	AFM	9606.ENSP00000236850	APOA1	610
9606.ENSP00000226355	AFM	9606.ENSP00000236850	APOA1	610
9606.ENSP00000229239	GAPDH	9606.ENSP00000236850	APOA1	457
9606.ENSP00000229239	GAPDH	9606.ENSP00000236850	APOA1	457
9606.ENSP00000231751	LTF	9606.ENSP00000236850	APOA1	665
9606.ENSP00000231751	LTF	9606.ENSP00000236850	APOA1	665
9606.ENSP00000232003	HRG	9606.ENSP00000236850	APOA1	480
9606.ENSP00000232003	HRG	9606.ENSP00000236850	APOA1	480
9606.ENSP00000232217	RBP2	9606.ENSP00000236850	APOA1	758
9606.ENSP00000232217	RBP2	9606.ENSP00000236850	APOA1	758
9606.ENSP00000233242	APOB	9606.ENSP00000236850	APOA1	998
9606.ENSP00000233242	APOB	9606.ENSP00000236850	APOA1	998
9606.ENSP00000200691	MT3	9606.ENSP00000237014	TTR	460
9606.ENSP00000200691	MT3	9606.ENSP00000237014	TTR	460
9606.ENSP00000205948	APOH	9606.ENSP00000237014	TTR	659
9606.ENSP00000205948	APOH	9606.ENSP00000237014	TTR	659
9606.ENSP00000226218	VTN	9606.ENSP00000237014	TTR	467
9606.ENSP00000226218	VTN	9606.ENSP00000237014	TTR	467
9606.ENSP00000226355	AFM	9606.ENSP00000237014	TTR	592
9606.ENSP00000226355	AFM	9606.ENSP00000237014	TTR	592
9606.ENSP00000229239	GAPDH	9606.ENSP00000237014	TTR	425
9606.ENSP00000229239	GAPDH	9606.ENSP00000237014	TTR	425
9606.ENSP00000231751	LTF	9606.ENSP00000237014	TTR	671
9606.ENSP00000231751	LTF	9606.ENSP00000237014	TTR	671
9606.ENSP00000232003	HRG	9606.ENSP00000237014	TTR	647
9606.ENSP00000232003	HRG	9606.ENSP00000237014	TTR	647
9606.ENSP00000233242	APOB	9606.ENSP00000237014	TTR	661
9606.ENSP00000233242	APOB	9606.ENSP00000237014	TTR	661
9606.ENSP00000236850	APOA1	9606.ENSP00000237014	TTR	975
9606.ENSP00000236850	APOA1	9606.ENSP00000237014	TTR	975
9606.ENSP00000011292	CPA1	9606.ENSP00000238558	GSC	542
9606.ENSP00000011292	CPA1	9606.ENSP00000238558	GSC	542
9606.ENSP00000227163	SPI1	9606.ENSP00000238558	GSC	900
9606.ENSP00000227163	SPI1	9606.ENSP00000238558	GSC	900
9606.ENSP00000205948	APOH	9606.ENSP00000238994	PPP1R3C	414
9606.ENSP00000205948	APOH	9606.ENSP00000238994	PPP1R3C	414
9606.ENSP00000239144	HOXB8	9606.ENSP00000239151	HOXB5	624
9606.ENSP00000239144	HOXB8	9606.ENSP00000239151	HOXB5	624
9606.ENSP00000166345	TRIP13	9606.ENSP00000240423	NCAPH	711
9606.ENSP00000166345	TRIP13	9606.ENSP00000240423	NCAPH	711
9606.ENSP00000215980	CENPM	9606.ENSP00000240423	NCAPH	667
9606.ENSP00000215980	CENPM	9606.ENSP00000240423	NCAPH	667
9606.ENSP00000217026	MYBL2	9606.ENSP00000240423	NCAPH	704
9606.ENSP00000217026	MYBL2	9606.ENSP00000240423	NCAPH	704
9606.ENSP00000166345	TRIP13	9606.ENSP00000240488	MND1	799
9606.ENSP00000166345	TRIP13	9606.ENSP00000240488	MND1	799
9606.ENSP00000240423	NCAPH	9606.ENSP00000240488	MND1	563
9606.ENSP00000240423	NCAPH	9606.ENSP00000240488	MND1	563
9606.ENSP00000046794	LCP2	9606.ENSP00000240618	KLRK1	448
9606.ENSP00000046794	LCP2	9606.ENSP00000240618	KLRC4-KLRK1	448
9606.ENSP00000046794	LCP2	9606.ENSP00000240618	KLRK1	448
9606.ENSP00000046794	LCP2	9606.ENSP00000240618	KLRC4-KLRK1	448
9606.ENSP00000177694	TBX21	9606.ENSP00000240618	KLRK1	610
9606.ENSP00000177694	TBX21	9606.ENSP00000240618	KLRC4-KLRK1	610
9606.ENSP00000177694	TBX21	9606.ENSP00000240618	KLRK1	610
9606.ENSP00000177694	TBX21	9606.ENSP00000240618	KLRC4-KLRK1	610
9606.ENSP00000203629	LAG3	9606.ENSP00000240618	KLRK1	535
9606.ENSP00000203629	LAG3	9606.ENSP00000240618	KLRC4-KLRK1	535
9606.ENSP00000203629	LAG3	9606.ENSP00000240618	KLRK1	535
9606.ENSP00000203629	LAG3	9606.ENSP00000240618	KLRC4-KLRK1	535
9606.ENSP00000229402	KLRB1	9606.ENSP00000240618	KLRK1	863
9606.ENSP00000229402	KLRB1	9606.ENSP00000240618	KLRC4-KLRK1	863
9606.ENSP00000229402	KLRB1	9606.ENSP00000240618	KLRK1	863
9606.ENSP00000229402	KLRB1	9606.ENSP00000240618	KLRC4-KLRK1	863
9606.ENSP00000231009	GZMK	9606.ENSP00000240618	KLRK1	406
9606.ENSP00000231009	GZMK	9606.ENSP00000240618	KLRC4-KLRK1	406
9606.ENSP00000231009	GZMK	9606.ENSP00000240618	KLRK1	406
9606.ENSP00000231009	GZMK	9606.ENSP00000240618	KLRC4-KLRK1	406
9606.ENSP00000231751	LTF	9606.ENSP00000240618	KLRK1	464
9606.ENSP00000231751	LTF	9606.ENSP00000240618	KLRC4-KLRK1	464
9606.ENSP00000231751	LTF	9606.ENSP00000240618	KLRK1	464
9606.ENSP00000231751	LTF	9606.ENSP00000240618	KLRC4-KLRK1	464
9606.ENSP00000235933	CD160	9606.ENSP00000240618	KLRK1	480
9606.ENSP00000235933	CD160	9606.ENSP00000240618	KLRC4-KLRK1	480
9606.ENSP00000235933	CD160	9606.ENSP00000240618	KLRK1	480
9606.ENSP00000235933	CD160	9606.ENSP00000240618	KLRC4-KLRK1	480
9606.ENSP00000207157	TBX15	9606.ENSP00000243056	HOXC13	492
9606.ENSP00000207157	TBX15	9606.ENSP00000243056	HOXC13	492
9606.ENSP00000226247	FOXN1	9606.ENSP00000243056	HOXC13	745
9606.ENSP00000226247	FOXN1	9606.ENSP00000243056	HOXC13	745
9606.ENSP00000227163	SPI1	9606.ENSP00000243056	HOXC13	466
9606.ENSP00000227163	SPI1	9606.ENSP00000243056	HOXC13	466
9606.ENSP00000155840	KCNQ1	9606.ENSP00000243103	HOXC12	418
9606.ENSP00000155840	KCNQ1	9606.ENSP00000243103	HOXC12	418
9606.ENSP00000226247	FOXN1	9606.ENSP00000243103	HOXC12	534
9606.ENSP00000226247	FOXN1	9606.ENSP00000243103	HOXC12	534
9606.ENSP00000243056	HOXC13	9606.ENSP00000243103	HOXC12	526
9606.ENSP00000243056	HOXC13	9606.ENSP00000243103	HOXC12	526
9606.ENSP00000177694	TBX21	9606.ENSP00000243440	BATF3	422
9606.ENSP00000177694	TBX21	9606.ENSP00000243440	BATF3	422
9606.ENSP00000227163	SPI1	9606.ENSP00000243440	BATF3	732
9606.ENSP00000227163	SPI1	9606.ENSP00000243440	BATF3	732
9606.ENSP00000224181	C8G	9606.ENSP00000243611	C4BPB	590
9606.ENSP00000224181	C8G	9606.ENSP00000243611	C4BPB	590
9606.ENSP00000166139	FSTL3	9606.ENSP00000243786	INHA	524
9606.ENSP00000166139	FSTL3	9606.ENSP00000243786	INHA	524
9606.ENSP00000212355	TGFBR3	9606.ENSP00000243786	INHA	900
9606.ENSP00000212355	TGFBR3	9606.ENSP00000243786	INHA	900
9606.ENSP00000221496	AMH	9606.ENSP00000243786	INHA	710
9606.ENSP00000221496	AMH	9606.ENSP00000243786	INHA	710
9606.ENSP00000234313	PLEK	9606.ENSP00000243924	PI3	468
9606.ENSP00000234313	PLEK	9606.ENSP00000243924	PI3	468
9606.ENSP00000234347	PRTN3	9606.ENSP00000243924	PI3	676
9606.ENSP00000234347	PRTN3	9606.ENSP00000243924	PI3	676
9606.ENSP00000221476	CKM	9606.ENSP00000244137	PEPD	632
9606.ENSP00000221476	CKM	9606.ENSP00000244137	PEPD	632
9606.ENSP00000222381	PON1	9606.ENSP00000244137	PEPD	408
9606.ENSP00000222381	PON1	9606.ENSP00000244137	PEPD	408
9606.ENSP00000225474	CSF3	9606.ENSP00000244174	IL9R	626
9606.ENSP00000225474	CSF3	9606.ENSP00000244174	IL9R	626
9606.ENSP00000227163	SPI1	9606.ENSP00000244174	IL9R	405
9606.ENSP00000227163	SPI1	9606.ENSP00000244174	IL9R	405
9606.ENSP00000231228	IL12B	9606.ENSP00000244174	IL9R	600
9606.ENSP00000231228	IL12B	9606.ENSP00000244174	IL9R	600
9606.ENSP00000233954	IL1RL1	9606.ENSP00000244174	IL9R	438
9606.ENSP00000233954	IL1RL1	9606.ENSP00000244174	IL9R	438
9606.ENSP00000217026	MYBL2	9606.ENSP00000244537	H4C12	405
9606.ENSP00000217026	MYBL2	9606.ENSP00000244537	H4C12	405
9606.ENSP00000229239	GAPDH	9606.ENSP00000244537	H4C12	591
9606.ENSP00000229239	GAPDH	9606.ENSP00000244537	H4C12	591
9606.ENSP00000234347	PRTN3	9606.ENSP00000244537	H4C12	438
9606.ENSP00000234347	PRTN3	9606.ENSP00000244537	H4C12	438
9606.ENSP00000240423	NCAPH	9606.ENSP00000244537	H4C12	412
9606.ENSP00000240423	NCAPH	9606.ENSP00000244537	H4C12	412
9606.ENSP00000244534	H1-3	9606.ENSP00000244537	H4C12	563
9606.ENSP00000244534	H1-3	9606.ENSP00000244537	H4C12	563
9606.ENSP00000046794	LCP2	9606.ENSP00000244709	TREM1	501
9606.ENSP00000046794	LCP2	9606.ENSP00000244709	TREM1	501
9606.ENSP00000219919	AQP9	9606.ENSP00000244709	TREM1	572
9606.ENSP00000219919	AQP9	9606.ENSP00000244709	TREM1	572
9606.ENSP00000221515	RETN	9606.ENSP00000244709	TREM1	400
9606.ENSP00000221515	RETN	9606.ENSP00000244709	TREM1	400
9606.ENSP00000221954	CEACAM4	9606.ENSP00000244709	TREM1	486
9606.ENSP00000221954	CEACAM4	9606.ENSP00000244709	TREM1	486
9606.ENSP00000225275	MPO	9606.ENSP00000244709	TREM1	469
9606.ENSP00000225275	MPO	9606.ENSP00000244709	TREM1	469
9606.ENSP00000225474	CSF3	9606.ENSP00000244709	TREM1	491
9606.ENSP00000225474	CSF3	9606.ENSP00000244709	TREM1	491
9606.ENSP00000227163	SPI1	9606.ENSP00000244709	TREM1	551
9606.ENSP00000227163	SPI1	9606.ENSP00000244709	TREM1	551
9606.ENSP00000233202	SLC11A1	9606.ENSP00000244709	TREM1	405
9606.ENSP00000233202	SLC11A1	9606.ENSP00000244709	TREM1	405
9606.ENSP00000234313	PLEK	9606.ENSP00000244709	TREM1	419
9606.ENSP00000234313	PLEK	9606.ENSP00000244709	TREM1	419
9606.ENSP00000061240	TLL1	9606.ENSP00000244728	COL21A1	501
9606.ENSP00000061240	TLL1	9606.ENSP00000244728	COL21A1	501
9606.ENSP00000223127	PLOD3	9606.ENSP00000244728	COL21A1	625
9606.ENSP00000223127	PLOD3	9606.ENSP00000244728	COL21A1	625
9606.ENSP00000225964	COL1A1	9606.ENSP00000244728	COL21A1	477
9606.ENSP00000225964	COL1A1	9606.ENSP00000244728	COL21A1	477
9606.ENSP00000198536	PILRA	9606.ENSP00000245620	LILRB3	420
9606.ENSP00000198536	PILRA	9606.ENSP00000245620	LILRB3	420
9606.ENSP00000227163	SPI1	9606.ENSP00000245620	LILRB3	423
9606.ENSP00000227163	SPI1	9606.ENSP00000245620	LILRB3	423
9606.ENSP00000203629	LAG3	9606.ENSP00000245817	TNFSF9	493
9606.ENSP00000203629	LAG3	9606.ENSP00000245817	TNFSF9	493
9606.ENSP00000240618	KLRK1	9606.ENSP00000245817	TNFSF9	577
9606.ENSP00000240618	KLRC4-KLRK1	9606.ENSP00000245817	TNFSF9	577
9606.ENSP00000240618	KLRK1	9606.ENSP00000245817	TNFSF9	577
9606.ENSP00000240618	KLRC4-KLRK1	9606.ENSP00000245817	TNFSF9	577
9606.ENSP00000203629	LAG3	9606.ENSP00000245903	CD70	481
9606.ENSP00000203629	LAG3	9606.ENSP00000245903	CD70	481
9606.ENSP00000240618	KLRK1	9606.ENSP00000245903	CD70	549
9606.ENSP00000240618	KLRC4-KLRK1	9606.ENSP00000245903	CD70	549
9606.ENSP00000240618	KLRK1	9606.ENSP00000245903	CD70	549
9606.ENSP00000240618	KLRC4-KLRK1	9606.ENSP00000245903	CD70	549
9606.ENSP00000245817	TNFSF9	9606.ENSP00000245903	CD70	797
9606.ENSP00000245817	TNFSF9	9606.ENSP00000245903	CD70	797
9606.ENSP00000052754	DCN	9606.ENSP00000245907	C3	461
9606.ENSP00000052754	DCN	9606.ENSP00000245907	C3	461
9606.ENSP00000205948	APOH	9606.ENSP00000245907	C3	662
9606.ENSP00000205948	APOH	9606.ENSP00000245907	C3	662
9606.ENSP00000225275	MPO	9606.ENSP00000245907	C3	653
9606.ENSP00000225275	MPO	9606.ENSP00000245907	C3	653
9606.ENSP00000226218	VTN	9606.ENSP00000245907	C3	636
9606.ENSP00000226218	VTN	9606.ENSP00000245907	C3	636
9606.ENSP00000226355	AFM	9606.ENSP00000245907	C3	566
9606.ENSP00000226355	AFM	9606.ENSP00000245907	C3	566
9606.ENSP00000229239	GAPDH	9606.ENSP00000245907	C3	498
9606.ENSP00000229239	GAPDH	9606.ENSP00000245907	C3	498
9606.ENSP00000231751	LTF	9606.ENSP00000245907	C3	436
9606.ENSP00000231751	LTF	9606.ENSP00000245907	C3	436
9606.ENSP00000232003	HRG	9606.ENSP00000245907	C3	617
9606.ENSP00000232003	HRG	9606.ENSP00000245907	C3	617
9606.ENSP00000233242	APOB	9606.ENSP00000245907	C3	539
9606.ENSP00000233242	APOB	9606.ENSP00000245907	C3	539
9606.ENSP00000234347	PRTN3	9606.ENSP00000245907	C3	586
9606.ENSP00000234347	PRTN3	9606.ENSP00000245907	C3	586
9606.ENSP00000236850	APOA1	9606.ENSP00000245907	C3	681
9606.ENSP00000236850	APOA1	9606.ENSP00000245907	C3	681
9606.ENSP00000237014	TTR	9606.ENSP00000245907	C3	627
9606.ENSP00000237014	TTR	9606.ENSP00000245907	C3	627
9606.ENSP00000243611	C4BPB	9606.ENSP00000245907	C3	414
9606.ENSP00000243611	C4BPB	9606.ENSP00000245907	C3	414
9606.ENSP00000046794	LCP2	9606.ENSP00000246551	HCST	612
9606.ENSP00000046794	LCP2	9606.ENSP00000246551	HCST	612
9606.ENSP00000221978	NKG7	9606.ENSP00000246551	HCST	613
9606.ENSP00000221978	NKG7	9606.ENSP00000246551	HCST	613
