from	from_gene	to	to_gene	combined_score
9606.ENSP00000277903	HABP2	9606.ENSP00000306099	FGB	807
9606.ENSP00000277903	HABP2	9606.ENSP00000306099	FGB	807
9606.ENSP00000278222	SAA4	9606.ENSP00000306099	FGB	458
9606.ENSP00000278222	SAA4	9606.ENSP00000306099	FGB	458
9606.ENSP00000282903	PLOD2	9606.ENSP00000306099	FGB	581
9606.ENSP00000282903	PLOD2	9606.ENSP00000306099	FGB	581
9606.ENSP00000284818	LY96	9606.ENSP00000306099	FGB	610
9606.ENSP00000284818	LY96	9606.ENSP00000306099	FGB	610
9606.ENSP00000293379	ITGA5	9606.ENSP00000306099	FGB	909
9606.ENSP00000293379	ITGA5	9606.ENSP00000306099	FGB	909
9606.ENSP00000295834	FABP1	9606.ENSP00000306099	FGB	568
9606.ENSP00000295834	FABP1	9606.ENSP00000306099	FGB	568
9606.ENSP00000295897	ALB	9606.ENSP00000306099	FGB	733
9606.ENSP00000295897	ALB	9606.ENSP00000306099	FGB	733
9606.ENSP00000299752	CDH16	9606.ENSP00000306099	FGB	467
9606.ENSP00000299752	CDH16	9606.ENSP00000306099	FGB	467
9606.ENSP00000301175	PRODH2	9606.ENSP00000306099	FGB	403
9606.ENSP00000301175	PRODH2	9606.ENSP00000306099	FGB	403
9606.ENSP00000305852	TM4SF4	9606.ENSP00000306099	FGB	534
9606.ENSP00000305852	TM4SF4	9606.ENSP00000306099	FGB	534
9606.ENSP00000003084	CFTR	9606.ENSP00000306275	KCNK3	442
9606.ENSP00000003084	CFTR	9606.ENSP00000306275	KCNK3	442
9606.ENSP00000155840	KCNQ1	9606.ENSP00000306275	KCNK3	423
9606.ENSP00000155840	KCNQ1	9606.ENSP00000306275	KCNK3	423
9606.ENSP00000262209	TRPA1	9606.ENSP00000306275	KCNK3	406
9606.ENSP00000262209	TRPA1	9606.ENSP00000306275	KCNK3	406
9606.ENSP00000263317	NOX4	9606.ENSP00000306275	KCNK3	831
9606.ENSP00000263317	NOX4	9606.ENSP00000306275	KCNK3	831
9606.ENSP00000263519	ATP2B3	9606.ENSP00000306275	KCNK3	405
9606.ENSP00000263519	ATP2B3	9606.ENSP00000306275	KCNK3	405
9606.ENSP00000264318	GABRA4	9606.ENSP00000306275	KCNK3	595
9606.ENSP00000264318	GABRA4	9606.ENSP00000306275	KCNK3	595
9606.ENSP00000265310	TRPV5	9606.ENSP00000306275	KCNK3	580
9606.ENSP00000265310	TRPV5	9606.ENSP00000306275	KCNK3	580
9606.ENSP00000269503	CBLN2	9606.ENSP00000306275	KCNK3	495
9606.ENSP00000269503	CBLN2	9606.ENSP00000306275	KCNK3	495
9606.ENSP00000274547	GABRB2	9606.ENSP00000306275	KCNK3	470
9606.ENSP00000274547	GABRB2	9606.ENSP00000306275	KCNK3	470
9606.ENSP00000282146	KCNK13	9606.ENSP00000306275	KCNK3	702
9606.ENSP00000282146	KCNK13	9606.ENSP00000306275	KCNK3	702
9606.ENSP00000286628	KCNMA1	9606.ENSP00000306275	KCNK3	560
9606.ENSP00000286628	KCNMA1	9606.ENSP00000306275	KCNK3	560
9606.ENSP00000287766	SLC6A1	9606.ENSP00000306275	KCNK3	435
9606.ENSP00000287766	SLC6A1	9606.ENSP00000306275	KCNK3	435
9606.ENSP00000205948	APOH	9606.ENSP00000306361	FGA	860
9606.ENSP00000205948	APOH	9606.ENSP00000306361	FGA	860
9606.ENSP00000220809	PLAT	9606.ENSP00000306361	FGA	645
9606.ENSP00000220809	PLAT	9606.ENSP00000306361	FGA	645
9606.ENSP00000226218	VTN	9606.ENSP00000306361	FGA	648
9606.ENSP00000226218	VTN	9606.ENSP00000306361	FGA	648
9606.ENSP00000231751	LTF	9606.ENSP00000306361	FGA	619
9606.ENSP00000231751	LTF	9606.ENSP00000306361	FGA	619
9606.ENSP00000232003	HRG	9606.ENSP00000306361	FGA	921
9606.ENSP00000232003	HRG	9606.ENSP00000306361	FGA	921
9606.ENSP00000233202	SLC11A1	9606.ENSP00000306361	FGA	635
9606.ENSP00000233202	SLC11A1	9606.ENSP00000306361	FGA	635
9606.ENSP00000233242	APOB	9606.ENSP00000306361	FGA	800
9606.ENSP00000233242	APOB	9606.ENSP00000306361	FGA	800
9606.ENSP00000236850	APOA1	9606.ENSP00000306361	FGA	933
9606.ENSP00000236850	APOA1	9606.ENSP00000306361	FGA	933
9606.ENSP00000237014	TTR	9606.ENSP00000306361	FGA	854
9606.ENSP00000237014	TTR	9606.ENSP00000306361	FGA	854
9606.ENSP00000245907	C3	9606.ENSP00000306361	FGA	485
9606.ENSP00000245907	C3	9606.ENSP00000306361	FGA	485
9606.ENSP00000253496	F12	9606.ENSP00000306361	FGA	623
9606.ENSP00000253496	F12	9606.ENSP00000306361	FGA	623
9606.ENSP00000254227	NR0B2	9606.ENSP00000306361	FGA	639
9606.ENSP00000254227	NR0B2	9606.ENSP00000306361	FGA	639
9606.ENSP00000254301	LGALS3	9606.ENSP00000306361	FGA	435
9606.ENSP00000254301	LGALS3	9606.ENSP00000306361	FGA	435
9606.ENSP00000259396	ORM1	9606.ENSP00000306361	FGA	714
9606.ENSP00000259396	ORM1	9606.ENSP00000306361	FGA	714
9606.ENSP00000261195	GYS2	9606.ENSP00000306361	FGA	453
9606.ENSP00000261195	GYS2	9606.ENSP00000306361	FGA	453
9606.ENSP00000261267	LYZ	9606.ENSP00000306361	FGA	701
9606.ENSP00000261267	LYZ	9606.ENSP00000306361	FGA	701
9606.ENSP00000261405	VWF	9606.ENSP00000306361	FGA	705
9606.ENSP00000261405	VWF	9606.ENSP00000306361	FGA	705
9606.ENSP00000261994	SERPINA10	9606.ENSP00000306361	FGA	793
9606.ENSP00000261994	SERPINA10	9606.ENSP00000306361	FGA	793
9606.ENSP00000262545	PCSK2	9606.ENSP00000306361	FGA	452
9606.ENSP00000262545	PCSK2	9606.ENSP00000306361	FGA	452
9606.ENSP00000263413	C6	9606.ENSP00000306361	FGA	658
9606.ENSP00000263413	C6	9606.ENSP00000306361	FGA	658
9606.ENSP00000264187	NID1	9606.ENSP00000306361	FGA	481
9606.ENSP00000264187	NID1	9606.ENSP00000306361	FGA	481
9606.ENSP00000264613	CP	9606.ENSP00000306361	FGA	447
9606.ENSP00000264613	CP	9606.ENSP00000306361	FGA	447
9606.ENSP00000265023	KNG1	9606.ENSP00000306361	FGA	723
9606.ENSP00000265023	KNG1	9606.ENSP00000306361	FGA	723
9606.ENSP00000265132	AMBP	9606.ENSP00000306361	FGA	957
9606.ENSP00000265132	AMBP	9606.ENSP00000306361	FGA	957
9606.ENSP00000265403	UGT2B10	9606.ENSP00000306361	FGA	580
9606.ENSP00000265403	UGT2B10	9606.ENSP00000306361	FGA	580
9606.ENSP00000265983	HPX	9606.ENSP00000306361	FGA	849
9606.ENSP00000265983	HPX	9606.ENSP00000306361	FGA	849
9606.ENSP00000266041	ITIH4	9606.ENSP00000306361	FGA	471
9606.ENSP00000266041	ITIH4	9606.ENSP00000306361	FGA	471
9606.ENSP00000273283	ITIH1	9606.ENSP00000306361	FGA	450
9606.ENSP00000273283	ITIH1	9606.ENSP00000306361	FGA	450
9606.ENSP00000277903	HABP2	9606.ENSP00000306361	FGA	888
9606.ENSP00000277903	HABP2	9606.ENSP00000306361	FGA	888
9606.ENSP00000278222	SAA4	9606.ENSP00000306361	FGA	536
9606.ENSP00000278222	SAA4	9606.ENSP00000306361	FGA	536
9606.ENSP00000280606	PRSS53	9606.ENSP00000306361	FGA	649
9606.ENSP00000280606	PRSS53	9606.ENSP00000306361	FGA	649
9606.ENSP00000284818	LY96	9606.ENSP00000306361	FGA	615
9606.ENSP00000284818	LY96	9606.ENSP00000306361	FGA	615
9606.ENSP00000289004	HPD	9606.ENSP00000306361	FGA	423
9606.ENSP00000289004	HPD	9606.ENSP00000306361	FGA	423
9606.ENSP00000293379	ITGA5	9606.ENSP00000306361	FGA	943
9606.ENSP00000293379	ITGA5	9606.ENSP00000306361	FGA	943
9606.ENSP00000295834	FABP1	9606.ENSP00000306361	FGA	734
9606.ENSP00000295834	FABP1	9606.ENSP00000306361	FGA	734
9606.ENSP00000295897	ALB	9606.ENSP00000306361	FGA	857
9606.ENSP00000295897	ALB	9606.ENSP00000306361	FGA	857
9606.ENSP00000299752	CDH16	9606.ENSP00000306361	FGA	453
9606.ENSP00000299752	CDH16	9606.ENSP00000306361	FGA	453
9606.ENSP00000305852	TM4SF4	9606.ENSP00000306361	FGA	582
9606.ENSP00000305852	TM4SF4	9606.ENSP00000306361	FGA	582
9606.ENSP00000306099	FGB	9606.ENSP00000306361	FGA	999
9606.ENSP00000306099	FGB	9606.ENSP00000306361	FGA	999
9606.ENSP00000270349	SLC6A3	9606.ENSP00000306449	GPR37	633
9606.ENSP00000270349	SLC6A3	9606.ENSP00000306449	GPR37	633
9606.ENSP00000276077	GPR174	9606.ENSP00000306449	GPR37	450
9606.ENSP00000276077	GPR174	9606.ENSP00000306449	GPR37	450
9606.ENSP00000297146	GPR85	9606.ENSP00000306449	GPR37	595
9606.ENSP00000297146	GPR85	9606.ENSP00000306449	GPR37	595
9606.ENSP00000259030	RTP4	9606.ENSP00000306565	ISG20	443
9606.ENSP00000259030	RTP4	9606.ENSP00000306565	ISG20	443
9606.ENSP00000296795	TLR3	9606.ENSP00000306565	ISG20	440
9606.ENSP00000296795	TLR3	9606.ENSP00000306565	ISG20	440
9606.ENSP00000305651	CXCL10	9606.ENSP00000306565	ISG20	582
9606.ENSP00000305651	CXCL10	9606.ENSP00000306565	ISG20	582
9606.ENSP00000176183	DRD4	9606.ENSP00000306662	ADRA1B	409
9606.ENSP00000176183	DRD4	9606.ENSP00000306662	ADRA1B	409
9606.ENSP00000219833	SLC6A2	9606.ENSP00000306662	ADRA1B	524
9606.ENSP00000219833	SLC6A2	9606.ENSP00000306662	ADRA1B	524
9606.ENSP00000261707	SLC6A4	9606.ENSP00000306662	ADRA1B	451
9606.ENSP00000261707	SLC6A4	9606.ENSP00000306662	ADRA1B	451
9606.ENSP00000262958	GNA15	9606.ENSP00000306662	ADRA1B	697
9606.ENSP00000262958	GNA15	9606.ENSP00000306662	ADRA1B	697
9606.ENSP00000270349	SLC6A3	9606.ENSP00000306662	ADRA1B	420
9606.ENSP00000270349	SLC6A3	9606.ENSP00000306662	ADRA1B	420
9606.ENSP00000272928	ACKR3	9606.ENSP00000306662	ADRA1B	407
9606.ENSP00000272928	ACKR3	9606.ENSP00000306662	ADRA1B	407
9606.ENSP00000292303	CCR5	9606.ENSP00000306662	ADRA1B	906
9606.ENSP00000292303	CCR5	9606.ENSP00000306662	ADRA1B	906
9606.ENSP00000292513	PTGER1	9606.ENSP00000306662	ADRA1B	903
9606.ENSP00000292513	PTGER1	9606.ENSP00000306662	ADRA1B	903
9606.ENSP00000302234	CCL11	9606.ENSP00000306662	ADRA1B	900
9606.ENSP00000302234	CCL11	9606.ENSP00000306662	ADRA1B	900
9606.ENSP00000176183	DRD4	9606.ENSP00000306678	ANKK1	779
9606.ENSP00000176183	DRD4	9606.ENSP00000306678	ANKK1	779
9606.ENSP00000209668	ADH1A	9606.ENSP00000306678	ANKK1	500
9606.ENSP00000209668	ADH1A	9606.ENSP00000306678	ANKK1	500
9606.ENSP00000260191	HTR3B	9606.ENSP00000306678	ANKK1	589
9606.ENSP00000260191	HTR3B	9606.ENSP00000306678	ANKK1	589
9606.ENSP00000261707	SLC6A4	9606.ENSP00000306678	ANKK1	661
9606.ENSP00000261707	SLC6A4	9606.ENSP00000306678	ANKK1	661
9606.ENSP00000265512	ADH4	9606.ENSP00000306678	ANKK1	417
9606.ENSP00000265512	ADH4	9606.ENSP00000306678	ANKK1	417
9606.ENSP00000270349	SLC6A3	9606.ENSP00000306678	ANKK1	711
9606.ENSP00000270349	SLC6A3	9606.ENSP00000306678	ANKK1	711
9606.ENSP00000177694	TBX21	9606.ENSP00000306884	CXCL11	462
9606.ENSP00000177694	TBX21	9606.ENSP00000306884	CXCL11	462
9606.ENSP00000225474	CSF3	9606.ENSP00000306884	CXCL11	546
9606.ENSP00000225474	CSF3	9606.ENSP00000306884	CXCL11	546
9606.ENSP00000226524	PF4V1	9606.ENSP00000306884	CXCL11	915
9606.ENSP00000226524	PF4V1	9606.ENSP00000306884	CXCL11	915
9606.ENSP00000229239	GAPDH	9606.ENSP00000306884	CXCL11	469
9606.ENSP00000229239	GAPDH	9606.ENSP00000306884	CXCL11	469
9606.ENSP00000243347	TNFAIP6	9606.ENSP00000306884	CXCL11	759
9606.ENSP00000243347	TNFAIP6	9606.ENSP00000306884	CXCL11	759
9606.ENSP00000250092	CD68	9606.ENSP00000306884	CXCL11	408
9606.ENSP00000250092	CD68	9606.ENSP00000306884	CXCL11	408
9606.ENSP00000264246	CD80	9606.ENSP00000306884	CXCL11	481
9606.ENSP00000264246	CD80	9606.ENSP00000306884	CXCL11	481
9606.ENSP00000272928	ACKR3	9606.ENSP00000306884	CXCL11	989
9606.ENSP00000272928	ACKR3	9606.ENSP00000306884	CXCL11	989
9606.ENSP00000274306	GZMA	9606.ENSP00000306884	CXCL11	401
9606.ENSP00000274306	GZMA	9606.ENSP00000306884	CXCL11	401
9606.ENSP00000286758	CXCL13	9606.ENSP00000306884	CXCL11	943
9606.ENSP00000286758	CXCL13	9606.ENSP00000306884	CXCL11	943
9606.ENSP00000292303	CCR5	9606.ENSP00000306884	CXCL11	911
9606.ENSP00000292303	CCR5	9606.ENSP00000306884	CXCL11	911
9606.ENSP00000294728	VCAM1	9606.ENSP00000306884	CXCL11	517
9606.ENSP00000294728	VCAM1	9606.ENSP00000306884	CXCL11	517
9606.ENSP00000295897	ALB	9606.ENSP00000306884	CXCL11	496
9606.ENSP00000295897	ALB	9606.ENSP00000306884	CXCL11	496
9606.ENSP00000296027	CXCL5	9606.ENSP00000306884	CXCL11	783
9606.ENSP00000296027	CXCL5	9606.ENSP00000306884	CXCL11	783
9606.ENSP00000296795	TLR3	9606.ENSP00000306884	CXCL11	470
9606.ENSP00000296795	TLR3	9606.ENSP00000306884	CXCL11	470
9606.ENSP00000302234	CCL11	9606.ENSP00000306884	CXCL11	757
9606.ENSP00000302234	CCL11	9606.ENSP00000306884	CXCL11	757
9606.ENSP00000302935	IL16	9606.ENSP00000306884	CXCL11	581
9606.ENSP00000302935	IL16	9606.ENSP00000306884	CXCL11	581
9606.ENSP00000303939	CTLA4	9606.ENSP00000306884	CXCL11	465
9606.ENSP00000303939	CTLA4	9606.ENSP00000306884	CXCL11	465
9606.ENSP00000305647	VAMP5	9606.ENSP00000306884	CXCL11	454
9606.ENSP00000305647	VAMP5	9606.ENSP00000306884	CXCL11	454
9606.ENSP00000305651	CXCL10	9606.ENSP00000306884	CXCL11	988
9606.ENSP00000305651	CXCL10	9606.ENSP00000306884	CXCL11	988
9606.ENSP00000306565	ISG20	9606.ENSP00000306884	CXCL11	411
9606.ENSP00000306565	ISG20	9606.ENSP00000306884	CXCL11	411
9606.ENSP00000217233	TRIB3	9606.ENSP00000306900	PRND	764
9606.ENSP00000217233	TRIB3	9606.ENSP00000306900	PRND	764
9606.ENSP00000166345	TRIP13	9606.ENSP00000306968	CDCA7	410
9606.ENSP00000166345	TRIP13	9606.ENSP00000306968	CDCA7	410
9606.ENSP00000217026	MYBL2	9606.ENSP00000306968	CDCA7	531
9606.ENSP00000217026	MYBL2	9606.ENSP00000306968	CDCA7	531
9606.ENSP00000240423	NCAPH	9606.ENSP00000306968	CDCA7	496
9606.ENSP00000240423	NCAPH	9606.ENSP00000306968	CDCA7	496
9606.ENSP00000240488	MND1	9606.ENSP00000306968	CDCA7	624
9606.ENSP00000240488	MND1	9606.ENSP00000306968	CDCA7	624
9606.ENSP00000247191	DLGAP5	9606.ENSP00000306968	CDCA7	594
9606.ENSP00000247191	DLGAP5	9606.ENSP00000306968	CDCA7	594
9606.ENSP00000263382	ASF1B	9606.ENSP00000306968	CDCA7	554
9606.ENSP00000263382	ASF1B	9606.ENSP00000306968	CDCA7	554
9606.ENSP00000268138	TICRR	9606.ENSP00000306968	CDCA7	561
9606.ENSP00000268138	TICRR	9606.ENSP00000306968	CDCA7	561
9606.ENSP00000271452	NUF2	9606.ENSP00000306968	CDCA7	688
9606.ENSP00000271452	NUF2	9606.ENSP00000306968	CDCA7	688
9606.ENSP00000274026	CCNA2	9606.ENSP00000306968	CDCA7	867
9606.ENSP00000274026	CCNA2	9606.ENSP00000306968	CDCA7	867
9606.ENSP00000275517	CDCA5	9606.ENSP00000306968	CDCA7	761
9606.ENSP00000275517	CDCA5	9606.ENSP00000306968	CDCA7	761
9606.ENSP00000281453	CENPU	9606.ENSP00000306968	CDCA7	626
9606.ENSP00000281453	CENPU	9606.ENSP00000306968	CDCA7	626
9606.ENSP00000300035	PCLAF	9606.ENSP00000306968	CDCA7	464
9606.ENSP00000300035	PCLAF	9606.ENSP00000306968	CDCA7	464
9606.ENSP00000300093	PLK1	9606.ENSP00000306968	CDCA7	748
9606.ENSP00000300093	PLK1	9606.ENSP00000306968	CDCA7	748
9606.ENSP00000300403	TPX2	9606.ENSP00000306968	CDCA7	549
9606.ENSP00000300403	TPX2	9606.ENSP00000306968	CDCA7	549
9606.ENSP00000301019	CDT1	9606.ENSP00000306968	CDCA7	538
9606.ENSP00000301019	CDT1	9606.ENSP00000306968	CDCA7	538
9606.ENSP00000301633	BIRC5	9606.ENSP00000306968	CDCA7	510
9606.ENSP00000301633	BIRC5	9606.ENSP00000306968	CDCA7	510
9606.ENSP00000302530	BUB1	9606.ENSP00000306968	CDCA7	779
9606.ENSP00000302530	BUB1	9606.ENSP00000306968	CDCA7	779
9606.ENSP00000255381	MYH4	9606.ENSP00000306997	MYOZ2	627
9606.ENSP00000255381	MYH4	9606.ENSP00000306997	MYOZ2	627
9606.ENSP00000255416	MYBPH	9606.ENSP00000306997	MYOZ2	494
9606.ENSP00000255416	MYBPH	9606.ENSP00000306997	MYOZ2	494
9606.ENSP00000278317	TNNT3	9606.ENSP00000306997	MYOZ2	402
9606.ENSP00000278317	TNNT3	9606.ENSP00000306997	MYOZ2	402
9606.ENSP00000303394	HSPB3	9606.ENSP00000306997	MYOZ2	544
9606.ENSP00000303394	HSPB3	9606.ENSP00000306997	MYOZ2	544
9606.ENSP00000306163	ANKRD2	9606.ENSP00000306997	MYOZ2	474
9606.ENSP00000306163	ANKRD2	9606.ENSP00000306997	MYOZ2	474
9606.ENSP00000264474	CSTA	9606.ENSP00000307132	CST5	636
9606.ENSP00000264474	CSTA	9606.ENSP00000307132	CST5	636
9606.ENSP00000219746	TOX3	9606.ENSP00000307234	PCDHB1	588
9606.ENSP00000219746	TOX3	9606.ENSP00000307234	PCDHB1	588
9606.ENSP00000222598	DLX5	9606.ENSP00000307234	PCDHB1	417
9606.ENSP00000222598	DLX5	9606.ENSP00000307234	PCDHB1	417
9606.ENSP00000222693	CAV2	9606.ENSP00000307292	CAVIN3	660
9606.ENSP00000222693	CAV2	9606.ENSP00000307292	CAVIN3	660
9606.ENSP00000263277	EHD2	9606.ENSP00000307292	CAVIN3	720
9606.ENSP00000263277	EHD2	9606.ENSP00000307292	CAVIN3	720
9606.ENSP00000217233	TRIB3	9606.ENSP00000307305	DDIT4	411
9606.ENSP00000217233	TRIB3	9606.ENSP00000307305	DDIT4	411
9606.ENSP00000250457	EGLN3	9606.ENSP00000307305	DDIT4	441
9606.ENSP00000250457	EGLN3	9606.ENSP00000307305	DDIT4	441
9606.ENSP00000263556	P4HA1	9606.ENSP00000307305	DDIT4	403
9606.ENSP00000263556	P4HA1	9606.ENSP00000307305	DDIT4	403
9606.ENSP00000286234	DEPTOR	9606.ENSP00000307305	DDIT4	599
9606.ENSP00000286234	DEPTOR	9606.ENSP00000307305	DDIT4	599
9606.ENSP00000290399	SIM2	9606.ENSP00000307479	ARNT2	909
9606.ENSP00000290399	SIM2	9606.ENSP00000307479	ARNT2	909
9606.ENSP00000064571	CBLN4	9606.ENSP00000307508	CALB2	432
9606.ENSP00000064571	CBLN4	9606.ENSP00000307508	CALB2	432
9606.ENSP00000216492	CHGA	9606.ENSP00000307508	CALB2	539
9606.ENSP00000216492	CHGA	9606.ENSP00000307508	CALB2	539
9606.ENSP00000222598	DLX5	9606.ENSP00000307508	CALB2	431
9606.ENSP00000222598	DLX5	9606.ENSP00000307508	CALB2	431
9606.ENSP00000234198	DLX2	9606.ENSP00000307508	CALB2	583
9606.ENSP00000234198	DLX2	9606.ENSP00000307508	CALB2	583
9606.ENSP00000250092	CD68	9606.ENSP00000307508	CALB2	509
9606.ENSP00000250092	CD68	9606.ENSP00000307508	CALB2	509
9606.ENSP00000254079	PPP1R1B	9606.ENSP00000307508	CALB2	613
9606.ENSP00000254079	PPP1R1B	9606.ENSP00000307508	CALB2	613
9606.ENSP00000254976	SNAP25	9606.ENSP00000307508	CALB2	515
9606.ENSP00000254976	SNAP25	9606.ENSP00000307508	CALB2	515
9606.ENSP00000256509	CHL1	9606.ENSP00000307508	CALB2	533
9606.ENSP00000256509	CHL1	9606.ENSP00000307508	CALB2	533
9606.ENSP00000258106	EMX1	9606.ENSP00000307508	CALB2	542
9606.ENSP00000258106	EMX1	9606.ENSP00000307508	CALB2	542
9606.ENSP00000265113	SLC1A3	9606.ENSP00000307508	CALB2	450
9606.ENSP00000265113	SLC1A3	9606.ENSP00000307508	CALB2	450
9606.ENSP00000274063	SFRP2	9606.ENSP00000307508	CALB2	409
9606.ENSP00000274063	SFRP2	9606.ENSP00000307508	CALB2	409
9606.ENSP00000277120	NTRK2	9606.ENSP00000307508	CALB2	488
9606.ENSP00000277120	NTRK2	9606.ENSP00000307508	CALB2	488
9606.ENSP00000282499	GRIA4	9606.ENSP00000307508	CALB2	435
9606.ENSP00000282499	GRIA4	9606.ENSP00000307508	CALB2	435
9606.ENSP00000287641	SST	9606.ENSP00000307508	CALB2	869
9606.ENSP00000287641	SST	9606.ENSP00000307508	CALB2	869
9606.ENSP00000287766	SLC6A1	9606.ENSP00000307508	CALB2	591
9606.ENSP00000287766	SLC6A1	9606.ENSP00000307508	CALB2	591
9606.ENSP00000294638	LHX8	9606.ENSP00000307508	CALB2	405
9606.ENSP00000294638	LHX8	9606.ENSP00000307508	CALB2	405
9606.ENSP00000295897	ALB	9606.ENSP00000307508	CALB2	545
9606.ENSP00000295897	ALB	9606.ENSP00000307508	CALB2	545
9606.ENSP00000303522	TACR1	9606.ENSP00000307508	CALB2	479
9606.ENSP00000303522	TACR1	9606.ENSP00000307508	CALB2	479
9606.ENSP00000264474	CSTA	9606.ENSP00000307540	CST2	719
9606.ENSP00000264474	CSTA	9606.ENSP00000307540	CST2	719
9606.ENSP00000305731	CST1	9606.ENSP00000307540	CST2	443
9606.ENSP00000305731	CST1	9606.ENSP00000307540	CST2	443
9606.ENSP00000248933	SEZ6L	9606.ENSP00000307549	NPTX1	468
9606.ENSP00000248933	SEZ6L	9606.ENSP00000307549	NPTX1	468
9606.ENSP00000251582	ADAMTS2	9606.ENSP00000307549	NPTX1	575
9606.ENSP00000251582	ADAMTS2	9606.ENSP00000307549	NPTX1	575
9606.ENSP00000263181	KIF18A	9606.ENSP00000307549	NPTX1	526
9606.ENSP00000263181	KIF18A	9606.ENSP00000307549	NPTX1	526
9606.ENSP00000282499	GRIA4	9606.ENSP00000307549	NPTX1	532
9606.ENSP00000282499	GRIA4	9606.ENSP00000307549	NPTX1	532
9606.ENSP00000296145	TDGF1	9606.ENSP00000307549	NPTX1	439
9606.ENSP00000296145	TDGF1	9606.ENSP00000307549	NPTX1	439
9606.ENSP00000304250	CDK5R2	9606.ENSP00000307549	NPTX1	539
9606.ENSP00000304250	CDK5R2	9606.ENSP00000307549	NPTX1	539
9606.ENSP00000228476	DAO	9606.ENSP00000307697	ACOX2	925
9606.ENSP00000228476	DAO	9606.ENSP00000307697	ACOX2	925
9606.ENSP00000295834	FABP1	9606.ENSP00000307697	ACOX2	408
9606.ENSP00000295834	FABP1	9606.ENSP00000307697	ACOX2	408
9606.ENSP00000297679	HSD3B7	9606.ENSP00000307697	ACOX2	543
9606.ENSP00000297679	HSD3B7	9606.ENSP00000307697	ACOX2	543
9606.ENSP00000244534	H1-3	9606.ENSP00000307705	H1-4	773
9606.ENSP00000244534	H1-3	9606.ENSP00000307705	H1-4	773
9606.ENSP00000244537	H4C12	9606.ENSP00000307705	H1-4	965
9606.ENSP00000244537	H4C12	9606.ENSP00000307705	H1-4	965
9606.ENSP00000303373	H2AC8	9606.ENSP00000307705	H1-4	915
9606.ENSP00000303373	H2AC8	9606.ENSP00000307705	H1-4	915
9606.ENSP00000216127	RASD2	9606.ENSP00000308117	CD248	910
9606.ENSP00000216127	RASD2	9606.ENSP00000308117	CD248	910
9606.ENSP00000225964	COL1A1	9606.ENSP00000308117	CD248	698
9606.ENSP00000225964	COL1A1	9606.ENSP00000308117	CD248	698
9606.ENSP00000231061	SPARC	9606.ENSP00000308117	CD248	430
9606.ENSP00000231061	SPARC	9606.ENSP00000308117	CD248	430
9606.ENSP00000264036	MCAM	9606.ENSP00000308117	CD248	428
9606.ENSP00000264036	MCAM	9606.ENSP00000308117	CD248	428
9606.ENSP00000297268	COL1A2	9606.ENSP00000308117	CD248	674
9606.ENSP00000297268	COL1A2	9606.ENSP00000308117	CD248	674
9606.ENSP00000258796	TTYH3	9606.ENSP00000308149	AMZ1	470
9606.ENSP00000258796	TTYH3	9606.ENSP00000308149	AMZ1	470
9606.ENSP00000227507	CCND1	9606.ENSP00000308330	MYEOV	523
9606.ENSP00000227507	CCND1	9606.ENSP00000308330	MYEOV	523
9606.ENSP00000230538	LAMA4	9606.ENSP00000308330	MYEOV	571
9606.ENSP00000230538	LAMA4	9606.ENSP00000308330	MYEOV	571
9606.ENSP00000279147	LTO1	9606.ENSP00000308330	MYEOV	689
9606.ENSP00000279147	LTO1	9606.ENSP00000308330	MYEOV	689
9606.ENSP00000219022	OLFM4	9606.ENSP00000308339	SEC16B	442
9606.ENSP00000219022	OLFM4	9606.ENSP00000308339	SEC16B	442
9606.ENSP00000286355	ADCY8	9606.ENSP00000308339	SEC16B	480
9606.ENSP00000286355	ADCY8	9606.ENSP00000308339	SEC16B	480
9606.ENSP00000295400	TGFA	9606.ENSP00000308339	SEC16B	600
9606.ENSP00000295400	TGFA	9606.ENSP00000308339	SEC16B	600
9606.ENSP00000219368	FA2H	9606.ENSP00000308351	MLKL	675
9606.ENSP00000219368	FA2H	9606.ENSP00000308351	MLKL	675
9606.ENSP00000219596	MEFV	9606.ENSP00000308351	MLKL	423
9606.ENSP00000219596	MEFV	9606.ENSP00000308351	MLKL	423
9606.ENSP00000229239	GAPDH	9606.ENSP00000308351	MLKL	433
9606.ENSP00000229239	GAPDH	9606.ENSP00000308351	MLKL	433
9606.ENSP00000263464	BIRC3	9606.ENSP00000308351	MLKL	606
9606.ENSP00000263464	BIRC3	9606.ENSP00000308351	MLKL	606
9606.ENSP00000296795	TLR3	9606.ENSP00000308351	MLKL	542
9606.ENSP00000296795	TLR3	9606.ENSP00000308351	MLKL	542
9606.ENSP00000301659	GSDMA	9606.ENSP00000308351	MLKL	505
9606.ENSP00000301659	GSDMA	9606.ENSP00000308351	MLKL	505
9606.ENSP00000167586	KRT14	9606.ENSP00000308452	KRT17	759
9606.ENSP00000167586	KRT14	9606.ENSP00000308452	KRT17	759
9606.ENSP00000229239	GAPDH	9606.ENSP00000308452	KRT17	441
9606.ENSP00000229239	GAPDH	9606.ENSP00000308452	KRT17	441
9606.ENSP00000254043	KRT15	9606.ENSP00000308452	KRT17	454
9606.ENSP00000254043	KRT15	9606.ENSP00000308452	KRT17	454
9606.ENSP00000261769	CDH1	9606.ENSP00000308452	KRT17	439
9606.ENSP00000261769	CDH1	9606.ENSP00000308452	KRT17	439
